dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
11626.txt,11626.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,43.0,1.0,Devanagari,False,False,False,0,11626.txt
11627.txt,11627.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,296.33,1.0,Devanagari,False,False,False,0,11627.txt
11628.txt,11628.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,211.0,1.0,Devanagari,False,False,False,0,11628.txt
11629.txt,11629.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,140.5,1.0,Devanagari,False,False,False,0,11629.txt
1163.txt,1163.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,1163.txt
11630.txt,11630.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,116.0,1.0,Devanagari,False,False,False,0,11630.txt
11631.txt,11631.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,11631.txt
11634.txt,11634.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,11634.txt
11635.txt,11635.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,55.0,1.0,Devanagari,False,False,False,0,11635.txt
11636.txt,11636.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,129.0,1.0,Devanagari,True,True,False,0,11636.txt
11638.txt,11638.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,271.67,1.0,Devanagari,False,False,False,0,11638.txt
1164.txt,1164.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,47,18,123.11,1.0,Devanagari,False,False,False,0,1164.txt
11640.txt,11640.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,150.0,1.0,Devanagari,False,False,False,0,11640.txt
11642.txt,11642.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,181.67,1.0,Devanagari,False,False,False,0,11642.txt
11643.txt,11643.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,119.0,1.0,Devanagari,False,False,False,0,11643.txt
11644.txt,11644.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,39,15,291.8,1.0,Devanagari,False,False,False,0,11644.txt
11645.txt,11645.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11645.txt
11648.txt,11648.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,99.5,1.0,Devanagari,False,False,False,0,11648.txt
1165.txt,1165.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,1165.txt
11651.txt,11651.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,76.5,1.0,Devanagari,False,False,False,0,11651.txt
11652.txt,11652.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,150.0,1.0,Devanagari,False,False,False,0,11652.txt
11653.txt,11653.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,11653.txt
11654.txt,11654.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11654.txt
11655.txt,11655.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,11655.txt
11656.txt,11656.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,103.5,1.0,Devanagari,False,False,False,0,11656.txt
11658.txt,11658.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11658.txt
11659.txt,11659.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,557.5,1.0,Devanagari,False,False,False,0,11659.txt
11660.txt,11660.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,670.5,1.0,Devanagari,False,False,False,0,11660.txt
11662.txt,11662.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,106.0,1.0,Devanagari,False,False,False,0,11662.txt
11663.txt,11663.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,137.0,1.0,Devanagari,False,False,False,0,11663.txt
11664.txt,11664.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,68.0,1.0,Devanagari,True,True,False,0,11664.txt
11665.txt,11665.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,11665.txt
11666.txt,11666.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,381.0,1.0,Devanagari,False,False,False,0,11666.txt
11667.txt,11667.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11667.txt
11668.txt,11668.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,17.0,1.0,Devanagari,False,False,False,0,11668.txt
11669.txt,11669.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,11669.txt
11671.txt,11671.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,85.33,1.0,Devanagari,False,False,False,0,11671.txt
11672.txt,11672.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,332.25,1.0,Devanagari,False,False,False,0,11672.txt
11673.txt,11673.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11673.txt
11674.txt,11674.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,251.5,1.0,Devanagari,False,False,False,0,11674.txt
11675.txt,11675.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,273.5,1.0,Devanagari,False,False,False,0,11675.txt
11676.txt,11676.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,211.89,1.0,Devanagari,False,False,False,0,11676.txt
11677.txt,11677.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,225.5,1.0,Devanagari,True,True,False,0,11677.txt
11678.txt,11678.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,784.0,1.0,Devanagari,False,False,False,0,11678.txt
11679.txt,11679.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,42.5,1.0,Devanagari,False,False,False,0,11679.txt
1168.txt,1168.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,248.0,1.0,Devanagari,False,False,False,0,1168.txt
11680.txt,11680.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,74.0,1.0,Devanagari,False,False,False,0,11680.txt
11681.txt,11681.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,238.5,1.0,Devanagari,False,False,False,0,11681.txt
11683.txt,11683.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,364.17,1.0,Devanagari,False,False,False,0,11683.txt
11685.txt,11685.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,11685.txt
11686.txt,11686.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,249.0,1.0,Devanagari,False,False,False,0,11686.txt
11689.txt,11689.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,140.5,1.0,Devanagari,False,False,False,0,11689.txt
1169.txt,1169.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,213.0,1.0,Devanagari,False,False,False,0,1169.txt
11690.txt,11690.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11690.txt
11692.txt,11692.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,362.0,1.0,Devanagari,False,False,False,0,11692.txt
11693.txt,11693.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,131.0,1.0,Devanagari,False,False,False,0,11693.txt
11694.txt,11694.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,151.0,1.0,Devanagari,False,False,False,0,11694.txt
11695.txt,11695.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,81.5,1.0,Devanagari,False,False,False,0,11695.txt
11696.txt,11696.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,842.89,1.0,Devanagari,False,False,False,0,11696.txt
11697.txt,11697.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,90.2,1.0,Devanagari,False,False,False,0,11697.txt
11698.txt,11698.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,111.67,1.0,Devanagari,False,False,False,0,11698.txt
117.txt,117.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,34.0,1.0,Devanagari,False,False,False,0,117.txt
1170.txt,1170.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,313.5,1.0,Devanagari,False,False,False,0,1170.txt
11701.txt,11701.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,17,7,453.71,1.0,Devanagari,False,False,False,0,11701.txt
11702.txt,11702.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,195.67,1.0,Devanagari,False,False,False,0,11702.txt
11703.txt,11703.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,229.0,1.0,Devanagari,False,False,False,0,11703.txt
11704.txt,11704.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,6,2,74.0,1.0,Devanagari,False,False,False,0,11704.txt
11706.txt,11706.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,200.0,1.0,Devanagari,False,False,False,0,11706.txt
11708.txt,11708.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,106.71,1.0,Devanagari,False,False,False,0,11708.txt
11709.txt,11709.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,66.0,1.0,Devanagari,False,False,False,0,11709.txt
1171.txt,1171.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,356.0,1.0,Devanagari,False,False,False,0,1171.txt
11710.txt,11710.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,260.0,1.0,Devanagari,False,False,False,0,11710.txt
11713.txt,11713.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,196.0,1.0,Devanagari,False,False,False,0,11713.txt
11714.txt,11714.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,114.0,1.0,Devanagari,False,False,False,0,11714.txt
11717.txt,11717.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,138.0,1.0,Devanagari,False,False,False,0,11717.txt
11719.txt,11719.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,112.0,1.0,Devanagari,False,False,False,0,11719.txt
1172.txt,1172.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,374.0,1.0,Devanagari,False,False,False,0,1172.txt
11720.txt,11720.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,11720.txt
11721.txt,11721.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,29,11,108.73,1.0,Devanagari,False,False,False,0,11721.txt
11722.txt,11722.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,53.0,1.0,Devanagari,False,False,False,0,11722.txt
11723.txt,11723.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,7,3,577.0,1.0,Devanagari,False,False,False,0,11723.txt
11724.txt,11724.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,11724.txt
11726.txt,11726.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,11726.txt
1173.txt,1173.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,171.5,1.0,Devanagari,False,False,False,0,1173.txt
11731.txt,11731.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,11731.txt
11733.txt,11733.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,257.0,1.0,Devanagari,False,False,False,0,11733.txt
11734.txt,11734.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,580.5,1.0,Devanagari,False,False,False,0,11734.txt
11735.txt,11735.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,335.0,1.0,Devanagari,False,False,False,0,11735.txt
11736.txt,11736.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,129.0,1.0,Devanagari,False,False,False,0,11736.txt
11737.txt,11737.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,309.67,1.0,Devanagari,False,False,False,0,11737.txt
11739.txt,11739.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,102.0,1.0,Devanagari,False,False,False,0,11739.txt
1174.txt,1174.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,487.0,1.0,Devanagari,False,False,False,0,1174.txt
11740.txt,11740.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,87.0,1.0,Devanagari,False,False,False,0,11740.txt
11742.txt,11742.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11742.txt
11745.txt,11745.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,51.0,1.0,Devanagari,False,False,False,0,11745.txt
11746.txt,11746.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,31.5,1.0,Devanagari,False,False,False,0,11746.txt
11747.txt,11747.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11747.txt
11748.txt,11748.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,9,4,221.5,1.0,Devanagari,True,True,False,0,11748.txt
11749.txt,11749.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11749.txt
1175.txt,1175.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,183.0,1.0,Devanagari,False,False,False,0,1175.txt
11750.txt,11750.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11750.txt
11751.txt,11751.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,731.33,1.0,Devanagari,False,False,False,0,11751.txt
11752.txt,11752.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,210.0,1.0,Devanagari,False,False,False,0,11752.txt
11753.txt,11753.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,163.0,1.0,Devanagari,False,False,False,0,11753.txt
11755.txt,11755.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,83,32,422.34,1.0,Devanagari,False,False,False,0,11755.txt
11757.txt,11757.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,87.0,1.0,Devanagari,False,False,False,0,11757.txt
11758.txt,11758.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,11758.txt
11759.txt,11759.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,100.0,1.0,Devanagari,False,False,False,0,11759.txt
1176.txt,1176.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,740.0,1.0,Devanagari,False,False,False,0,1176.txt
11761.txt,11761.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,206.0,1.0,Devanagari,False,False,False,0,11761.txt
11762.txt,11762.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,103.43,1.0,Devanagari,False,False,False,0,11762.txt
11765.txt,11765.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,171.0,1.0,Devanagari,False,False,False,0,11765.txt
11766.txt,11766.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,282.0,1.0,Devanagari,False,False,False,0,11766.txt
11769.txt,11769.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,135.0,1.0,Devanagari,False,False,False,0,11769.txt
1177.txt,1177.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,102.0,1.0,Devanagari,False,False,False,0,1177.txt
11771.txt,11771.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,92.0,1.0,Devanagari,False,False,False,0,11771.txt
11774.txt,11774.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,35,13,33.69,1.0,Devanagari,False,False,False,0,11774.txt
11775.txt,11775.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,437.0,1.0,Devanagari,False,False,False,0,11775.txt
11777.txt,11777.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,92.5,1.0,Devanagari,False,False,False,0,11777.txt
11778.txt,11778.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,217.33,1.0,Devanagari,False,False,False,0,11778.txt
1178.txt,1178.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,546.0,1.0,Devanagari,False,False,False,0,1178.txt
11780.txt,11780.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,11780.txt
11781.txt,11781.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,301.0,1.0,Devanagari,False,False,False,0,11781.txt
11782.txt,11782.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,28,11,171.55,1.0,Devanagari,False,False,False,0,11782.txt
11783.txt,11783.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,11783.txt
11786.txt,11786.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,195.0,1.0,Devanagari,False,False,False,0,11786.txt
11789.txt,11789.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,80.0,1.0,Devanagari,False,False,False,0,11789.txt
1179.txt,1179.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,89.0,1.0,Devanagari,False,False,False,0,1179.txt
11790.txt,11790.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,272.8,1.0,Devanagari,False,False,False,0,11790.txt
11791.txt,11791.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,11791.txt
11792.txt,11792.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,203.0,1.0,Devanagari,False,False,False,0,11792.txt
11794.txt,11794.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,214.0,1.0,Devanagari,False,False,False,0,11794.txt
11797.txt,11797.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,238.75,1.0,Devanagari,False,False,False,0,11797.txt
11799.txt,11799.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,305.29,1.0,Devanagari,False,False,False,0,11799.txt
118.txt,118.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,50,19,516.05,1.0,Devanagari,False,False,False,0,118.txt
1180.txt,1180.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,1180.txt
11800.txt,11800.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,143.0,1.0,Devanagari,False,False,False,0,11800.txt
11801.txt,11801.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,114,43,390.0,1.0,Devanagari,False,False,False,0,11801.txt
11803.txt,11803.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,47.0,1.0,Devanagari,False,False,False,0,11803.txt
11804.txt,11804.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,51.0,1.0,Devanagari,False,False,False,0,11804.txt
11806.txt,11806.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,97.0,1.0,Devanagari,False,False,False,0,11806.txt
11807.txt,11807.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11807.txt
11809.txt,11809.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,10,4,468.0,1.0,Devanagari,False,False,False,0,11809.txt
1181.txt,1181.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,236.0,1.0,Devanagari,False,False,False,0,1181.txt
11810.txt,11810.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11810.txt
11814.txt,11814.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,11814.txt
11815.txt,11815.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,1418.0,1.0,Devanagari,False,False,False,0,11815.txt
11817.txt,11817.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,11817.txt
11818.txt,11818.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,75.0,1.0,Devanagari,False,False,False,0,11818.txt
11819.txt,11819.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,541.86,1.0,Devanagari,False,False,False,0,11819.txt
1182.txt,1182.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,1182.txt
11820.txt,11820.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,21,8,793.75,1.0,Devanagari,False,False,False,0,11820.txt
11821.txt,11821.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,296.25,1.0,Devanagari,False,False,False,0,11821.txt
11822.txt,11822.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,385.0,1.0,Devanagari,False,False,False,0,11822.txt
11823.txt,11823.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,183.33,1.0,Devanagari,False,False,False,0,11823.txt
11825.txt,11825.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,11825.txt
11828.txt,11828.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,111.0,1.0,Devanagari,False,False,False,0,11828.txt
11829.txt,11829.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,31,12,500.25,1.0,Devanagari,False,False,False,0,11829.txt
1183.txt,1183.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,1183.txt
11830.txt,11830.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,145.75,1.0,Devanagari,False,False,False,0,11830.txt
11832.txt,11832.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,113.0,1.0,Devanagari,False,False,False,0,11832.txt
11833.txt,11833.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,11833.txt
11834.txt,11834.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,75.0,1.0,Devanagari,False,False,False,0,11834.txt
11837.txt,11837.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,445.0,1.0,Devanagari,False,False,False,0,11837.txt
11839.txt,11839.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,283.29,1.0,Devanagari,False,False,False,0,11839.txt
1184.txt,1184.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,126.67,1.0,Devanagari,False,False,False,0,1184.txt
11840.txt,11840.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,345.0,1.0,Devanagari,False,False,False,0,11840.txt
11841.txt,11841.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,11841.txt
11843.txt,11843.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,110.5,1.0,Devanagari,False,False,False,0,11843.txt
11847.txt,11847.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,310.0,1.0,Devanagari,False,False,False,0,11847.txt
11848.txt,11848.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,853.0,1.0,Devanagari,False,False,False,0,11848.txt
11849.txt,11849.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,365.75,1.0,Devanagari,False,False,False,0,11849.txt
1185.txt,1185.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,98.0,1.0,Devanagari,False,False,False,0,1185.txt
11850.txt,11850.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,135.0,1.0,Devanagari,False,False,False,0,11850.txt
11851.txt,11851.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,498.33,1.0,Devanagari,False,False,False,0,11851.txt
11852.txt,11852.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,80.0,1.0,Devanagari,False,False,False,0,11852.txt
11853.txt,11853.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,170.0,1.0,Devanagari,False,False,False,0,11853.txt
11854.txt,11854.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,325.0,1.0,Devanagari,False,False,False,0,11854.txt
11859.txt,11859.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,235.25,1.0,Devanagari,False,False,False,0,11859.txt
1186.txt,1186.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,50.5,1.0,Devanagari,False,False,False,0,1186.txt
11860.txt,11860.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,273.0,1.0,Devanagari,False,False,False,0,11860.txt
11861.txt,11861.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,132.0,1.0,Devanagari,False,False,False,0,11861.txt
11862.txt,11862.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,11862.txt
11863.txt,11863.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,753.0,1.0,Devanagari,False,False,False,0,11863.txt
11864.txt,11864.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,156.0,1.0,Devanagari,False,False,False,0,11864.txt
11866.txt,11866.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,154.0,1.0,Devanagari,False,False,False,0,11866.txt
11867.txt,11867.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,11867.txt
11868.txt,11868.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,237.43,1.0,Devanagari,False,False,False,0,11868.txt
1187.txt,1187.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,232.0,1.0,Devanagari,False,False,False,0,1187.txt
11870.txt,11870.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,2,1,69.0,1.0,Devanagari,True,True,False,0,11870.txt
11871.txt,11871.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,328.0,1.0,Devanagari,False,False,False,0,11871.txt
